,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Finish,Garage Cars,Paved Drive
662,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,3,1,TA,5,1,Detchd,Unf,1.0,Y
664,1Story,Gable,CompShg,ImStucc,ImStucc,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,RFn,3.0,Y
665,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,BLQ,1.0,0.0,1,0,2,1,TA,5,0,Attchd,Unf,2.0,Y
666,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,Gd,BLQ,Unf,0.0,1.0,1,1,2,1,TA,5,2,Attchd,RFn,1.0,P
667,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,1,Detchd,Unf,1.0,N
668,2Story,Hip,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,ALQ,Unf,1.0,0.0,2,1,4,1,Gd,9,2,Attchd,RFn,2.0,Y
669,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
670,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,Gd,No,GLQ,Unf,1.0,0.0,3,0,3,1,Ex,8,0,Attchd,Unf,1.0,Y
671,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,LwQ,1.0,0.0,1,0,2,1,TA,6,1,Attchd,RFn,2.0,Y
672,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,1.0,Y
673,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,0,Detchd,Unf,2.0,Y
674,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,ALQ,Unf,0.0,1.0,1,0,3,1,TA,5,0,Attchd,Unf,2.0,Y
675,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Gd,BLQ,Unf,1.0,0.0,1,0,2,1,TA,6,2,Attchd,RFn,1.0,Y
676,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,Fin,2.0,Y
677,SLvl,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,0,1,1,TA,4,1,BuiltIn,RFn,1.0,Y
678,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,Rec,Unf,0.0,1.0,1,0,3,1,TA,6,1,Attchd,RFn,1.0,Y
679,2Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,Fa,Mn,Unf,Unf,0.0,0.0,1,0,2,1,TA,7,0,Detchd,Unf,1.0,N
680,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Mn,BLQ,Rec,0.0,0.0,1,1,3,1,TA,6,1,Attchd,RFn,2.0,Y
681,2Story,Hip,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Detchd,Unf,2.0,Y
682,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,7,1,Attchd,Fin,3.0,Y
683,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,2,1,TA,6,0,Detchd,Unf,1.0,Y
684,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,10,2,BuiltIn,RFn,3.0,Y
685,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,9,2,Attchd,Fin,3.0,Y
686,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,4,0,Detchd,Unf,1.0,Y
687,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,TA,6,0,Detchd,Unf,2.0,Y
688,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,1,1,4,1,TA,7,0,Attchd,Unf,2.0,Y
690,1.5Fin,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
691,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,ALQ,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,Fin,2.0,Y
693,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,3.0,Y
694,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,5,2,Attchd,Unf,2.0,Y
695,1Story,Gable,CompShg,Plywood,Wd Sdng,CBlock,TA,TA,No,Rec,ALQ,1.0,0.0,2,0,2,1,TA,5,0,Attchd,Fin,2.0,Y
697,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,TA,TA,No,ALQ,Rec,0.0,1.0,2,1,3,1,TA,6,1,Attchd,Unf,2.0,Y
698,2Story,Gable,CompShg,Stucco,Stucco,PConc,TA,TA,No,ALQ,Unf,1.0,0.0,1,1,4,1,Ex,7,1,Attchd,Unf,1.0,Y
699,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,ALQ,Unf,1.0,0.0,2,0,2,1,TA,6,1,Attchd,Fin,2.0,Y
701,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,Fin,2.0,Y
702,SLvl,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Av,ALQ,Unf,1.0,0.0,1,0,3,1,TA,6,1,Detchd,Unf,1.0,Y
703,1.5Fin,Gable,CompShg,BrkFace,BrkFace,CBlock,Gd,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,Gd,6,1,Attchd,Fin,1.0,Y
704,1Story,Mansard,CompShg,MetalSd,MetalSd,BrkTil,TA,Gd,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,1.0,P
706,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,Fin,3.0,Y
707,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,RFn,2.0,Y
709,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,ALQ,Unf,0.0,1.0,2,0,3,1,TA,7,1,Attchd,Fin,2.0,Y
710,1Story,Gable,CompShg,VinylSd,Plywood,CBlock,Gd,Fa,No,ALQ,LwQ,1.0,0.0,2,0,3,1,TA,7,1,Attchd,Fin,2.0,Y
711,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
712,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,0,4,2,TA,8,0,Attchd,Unf,2.0,Y
713,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,3,1,Gd,6,1,Detchd,Unf,1.0,Y
714,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,TA,6,0,Attchd,Unf,2.0,Y
715,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
716,SFoyer,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Gd,ALQ,Unf,0.0,1.0,1,0,3,1,TA,6,1,Basment,Fin,2.0,Y
717,1.5Fin,Gambrel,CompShg,MetalSd,MetalSd,BrkTil,Gd,Gd,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,7,0,Detchd,Unf,1.0,N
718,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Rec,1.0,0.0,1,0,3,1,Gd,7,1,Attchd,RFn,1.0,Y
719,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,9,2,Attchd,RFn,2.0,Y
720,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,RFn,2.0,Y
721,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,Fin,2.0,Y
723,2Story,Gable,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,Unf,Unf,1.0,0.0,1,0,3,1,Ex,5,1,Attchd,Unf,1.0,N
724,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,6,0,Detchd,Unf,1.0,Y
725,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,1,1,1,1,Gd,4,1,Attchd,Fin,2.0,Y
726,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,No,GLQ,Unf,1.0,0.0,2,1,4,1,Ex,11,1,Attchd,RFn,3.0,Y
727,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,2,Attchd,RFn,3.0,Y
728,1Story,Gable,CompShg,VinylSd,Wd Shng,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,RFn,2.0,Y
729,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Gd,GLQ,Rec,0.0,1.0,2,0,3,1,Gd,5,1,Attchd,Fin,2.0,Y
730,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,BLQ,Rec,1.0,0.0,1,0,3,1,TA,6,2,Attchd,Unf,1.0,Y
731,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,ALQ,Unf,1.0,0.0,2,1,3,1,TA,7,0,Attchd,Fin,2.0,Y
732,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,Gd,6,0,Attchd,Unf,1.0,Y
733,1Story,Gable,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,1,0,2,1,TA,4,1,Attchd,RFn,1.0,Y
734,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,ALQ,Unf,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,Fin,2.0,Y
735,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,Fin,2.0,Y
738,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,1,Detchd,Unf,1.0,N
739,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,3.0,Y
740,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,1.0,1,0,3,1,Gd,6,1,Attchd,Unf,1.0,Y
742,1Story,Gable,CompShg,VinylSd,VinylSd,Wood,Gd,TA,Av,GLQ,BLQ,1.0,0.0,2,0,2,1,Gd,5,0,Attchd,Unf,2.0,Y
743,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,2,0,4,2,TA,8,0,Attchd,Fin,2.0,Y
744,SFoyer,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Av,GLQ,Unf,2.0,0.0,0,2,0,2,TA,6,0,CarPort,Unf,2.0,Y
745,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,BLQ,Rec,1.0,0.0,1,0,3,1,TA,7,2,Detchd,Unf,2.0,N
746,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,0,4,2,TA,8,0,Detchd,Unf,2.0,Y
747,2Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,RFn,2.0,Y
748,SFoyer,Gable,CompShg,VinylSd,Wd Shng,CBlock,Ex,TA,Gd,GLQ,Unf,1.0,0.0,1,0,2,1,TA,5,1,Attchd,RFn,2.0,Y
749,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,Rec,BLQ,1.0,0.0,1,0,3,1,TA,5,0,Attchd,RFn,1.0,Y
750,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Mn,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
751,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Attchd,RFn,2.0,N
752,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,2.0,Y
753,SLvl,Hip,CompShg,Plywood,Plywood,PConc,Gd,TA,Gd,GLQ,ALQ,2.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
754,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,2,1,TA,5,0,Basment,Unf,2.0,Y
755,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,7,1,Attchd,Unf,2.0,Y
756,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,6,1,Attchd,RFn,2.0,Y
757,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,1,2,1,TA,5,1,Attchd,RFn,1.0,Y
758,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,BLQ,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,1.0,Y
759,2Story,Gable,CompShg,WdShing,Wd Shng,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
760,SLvl,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,Unf,2.0,Y
761,SLvl,Gable,CompShg,WdShing,Wd Sdng,CBlock,Gd,TA,Gd,ALQ,BLQ,1.0,2.0,2,0,3,1,Gd,9,4,Attchd,RFn,2.0,Y
762,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,RFn,2.0,Y
763,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,2.0,Y
764,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,8,0,Attchd,Unf,2.0,Y
765,1.5Fin,Shed,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,GLQ,Rec,0.0,0.0,2,2,4,2,TA,12,1,BuiltIn,RFn,2.0,N
766,2Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,Fa,TA,No,Unf,Unf,0.0,0.0,2,0,4,2,TA,10,0,Detchd,Unf,2.0,N
767,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,Fin,2.0,Y
768,1.5Fin,Gable,CompShg,AsbShng,AsbShng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,4,0,Detchd,Unf,1.0,P
769,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,TA,5,0,Attchd,RFn,1.0,Y
770,2Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Gd,LwQ,ALQ,1.0,0.0,2,1,4,1,Gd,8,1,Attchd,Fin,2.0,Y
771,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,0,Attchd,RFn,2.0,Y
773,2Story,Gable,CompShg,AsbShng,AsbShng,BrkTil,TA,TA,No,Rec,Unf,0.0,0.0,2,0,4,2,TA,10,0,2Types,Unf,2.0,Y
774,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,Fa,Mn,ALQ,Rec,1.0,0.0,1,1,4,1,TA,7,0,Attchd,RFn,2.0,Y
775,1Story,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,BLQ,LwQ,0.0,0.0,1,1,3,1,TA,6,1,Detchd,Unf,1.0,Y
776,1Story,Hip,CompShg,Plywood,HdBoard,PConc,TA,TA,Mn,BLQ,Unf,1.0,0.0,1,1,3,1,TA,6,0,Attchd,Unf,2.0,Y
777,SLvl,Gable,CompShg,AsbShng,AsbShng,CBlock,TA,TA,Av,BLQ,LwQ,1.0,0.0,1,0,3,1,TA,7,2,Basment,RFn,1.0,Y
778,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,3.0,Y
779,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,Gd,No,GLQ,Unf,1.0,0.0,2,0,1,1,Ex,6,1,Attchd,Fin,3.0,Y
780,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,3.0,Y
781,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,2,1,TA,4,0,Basment,Unf,1.0,Y
782,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,Mn,LwQ,Unf,0.0,0.0,2,0,3,1,Gd,5,0,Detchd,Unf,1.0,Y
784,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,Mn,Unf,Unf,0.0,0.0,2,0,5,1,Fa,8,0,Detchd,Unf,1.0,N
785,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Rec,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,2.0,Y
786,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,Gd,TA,Gd,ALQ,Rec,1.0,0.0,2,0,2,1,Gd,7,2,Attchd,RFn,2.0,Y
788,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,6,0,BuiltIn,RFn,2.0,Y
789,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,2,1,Gd,7,1,Attchd,RFn,2.0,Y
792,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,Fin,2.0,Y
793,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,LwQ,GLQ,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,Fin,2.0,Y
795,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Fin,2.0,Y
796,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,3,1,TA,6,0,Detchd,Unf,1.0,Y
797,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Mn,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,2.0,N
798,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,Fin,2.0,Y
799,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,RFn,2.0,Y
800,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Av,GLQ,Unf,2.0,0.0,2,1,2,1,Ex,7,1,Attchd,Fin,3.0,Y
801,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
802,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,2.0,Y
803,SFoyer,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Av,GLQ,Unf,1.0,0.0,1,0,2,1,Gd,4,0,Attchd,Unf,2.0,Y
804,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Fa,Fa,Mn,Unf,Unf,0.0,0.0,2,0,3,1,TA,6,0,Detchd,Fin,2.0,Y
805,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,TA,7,1,Attchd,RFn,2.0,Y
806,SFoyer,Gable,CompShg,VinylSd,VinylSd,Wood,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,0,2,1,TA,5,0,Basment,Fin,2.0,Y
807,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,N
808,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,3.0,Y
809,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,Fin,3.0,Y
810,2Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,2,4,1,TA,8,1,Attchd,RFn,2.0,Y
811,SLvl,Gable,CompShg,Plywood,HdBoard,CBlock,Gd,Gd,Gd,GLQ,LwQ,1.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,2.0,Y
812,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,Fin,2.0,Y
813,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,Rec,Unf,0.0,1.0,1,1,4,1,Gd,6,1,Attchd,RFn,2.0,Y
815,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Gd,BLQ,Rec,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,RFn,2.0,Y
816,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,2,1,Gd,4,0,Detchd,Unf,2.0,Y
817,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,BLQ,Unf,0.0,0.0,2,0,2,1,TA,8,1,Detchd,Unf,1.0,P
818,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,2.0,Y
819,SFoyer,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,1,0,2,1,Gd,5,0,Attchd,Unf,2.0,Y
820,1.5Fin,Gable,CompShg,WdShing,Wd Shng,CBlock,TA,TA,No,ALQ,Rec,1.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,1.0,Y
821,1.5Fin,Gable,CompShg,CBlock,CBlock,PConc,TA,TA,No,ALQ,Rec,0.0,0.0,1,0,2,1,TA,6,0,Detchd,Fin,1.0,Y
823,2Story,Hip,CompShg,CemntBd,Wd Shng,PConc,Gd,TA,Gd,ALQ,Unf,1.0,0.0,3,1,4,1,Ex,12,1,BuiltIn,Fin,3.0,Y
825,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,6,2,Attchd,Fin,2.0,Y
826,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,1.0,Y
827,1Story,Hip,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,BLQ,LwQ,1.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,1.0,Y
828,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,8,1,Detchd,Unf,2.0,Y
829,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,GLQ,ALQ,1.0,0.0,1,0,2,1,Gd,6,0,Attchd,Unf,2.0,Y
830,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,1,2,1,TA,6,0,Attchd,RFn,2.0,Y
831,2.5Unf,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,7,1,Detchd,Unf,1.0,Y
832,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,RFn,2.0,Y
833,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,3,1,TA,7,0,Detchd,Fin,2.0,Y
834,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,TA,5,0,Detchd,Unf,1.0,Y
