,MS SubClass,MS Zoning,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,Land Contour,Land Slope,Street,Lot Shape
1236,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1237,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1238,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,RRAn,Norm,1Fam,Lvl,Gtl,Pave,IR1
1239,1.5 Finished,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1240,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1241,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1242,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1243,1 Storey Newer All,Residential Low Density,Corner,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1244,2 Storey 1946 Newer,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1245,1 Storey 1945 older,Residential Medium Density,Corner,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1246,1.5 Unfinished,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1247,1.5 Finished,Residential Low Density,Corner,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1248,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Mod,Pave,IR1
1249,Split,Residential Low Density,CulDSac,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1250,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1251,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1253,Family Conversion,Residential Low Density,Inside,NAmes,Norm,Norm,2fmCon,Lvl,Gtl,Pave,Reg
1254,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1255,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1257,1 Storey PUD,Residential Low Density,FR2,Veenker,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR2
1258,1 Storey Newer All,Residential Low Density,Corner,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1259,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,PosN,Norm,1Fam,Lvl,Gtl,Pave,Reg
1260,1.5 Finished,C (all),Inside,IDOTRR,Norm,Norm,1Fam,Low,Mod,Pave,Reg
1261,2 Storey 1946 Newer,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1262,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,PosN,Norm,1Fam,Lvl,Gtl,Pave,IR1
1263,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1264,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1265,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1266,2 Storey 1946 Newer,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1267,1 Storey Newer All,Residential Low Density,CulDSac,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1268,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1269,1 Storey Newer All,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1271,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1272,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1273,1 Storey Newer All,Residential Low Density,Corner,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1274,2 Storey PUD,Residential Medium Density,Inside,BrDale,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1275,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1276,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1277,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1278,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1279,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1280,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1281,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1282,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1283,2 Storey 1946 Newer,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1284,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1285,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1286,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1287,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1288,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1289,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1290,1.5 Finished,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1291,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1292,1 Storey 1945 older,Residential Low Density,Inside,Edwards,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1293,2 Storey 1946 Newer,Residential Low Density,Corner,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1294,2 Storey PUD,Residential Medium Density,Inside,BrDale,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1295,1 Storey 1945 older,Residential Low Density,Corner,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1296,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1297,1 Storey PUD,Residential Low Density,Inside,NPkVill,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1298,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1299,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1300,2 Storey 1946 Newer,Residential Low Density,Corner,Timber,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1301,1.5 Finished,Residential Medium Density,Corner,IDOTRR,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1302,1.5 Finished,Residential Medium Density,Inside,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1303,2 Storey 1946 Newer,Residential Low Density,Inside,Veenker,Norm,Norm,1Fam,Bnk,Gtl,Pave,IR1
1304,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1305,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1306,Split,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1307,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1308,1 Storey PUD,Residential Low Density,Inside,StoneBr,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1310,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1311,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1312,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1313,1 Storey PUD,Residential Low Density,Corner,StoneBr,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1314,2 Storey 1946 Newer,Residential Low Density,CulDSac,Gilbert,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1315,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1316,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1317,1 Storey 1945 older,Residential Low Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1318,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1319,Split,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1320,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1321,2 Storey PUD,Residential Low Density,Corner,NPkVill,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1322,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Mod,Pave,IR1
1323,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1324,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Mod,Pave,Reg
1326,Split,Residential Low Density,Corner,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1328,1.5 Finished,Residential Low Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1329,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1330,2 Storey 1946 Newer,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1332,1.5 Finished,Residential Medium Density,Corner,BrkSide,Feedr,Feedr,1Fam,Lvl,Gtl,Pave,Reg
1333,1.5 Finished,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1334,2 Storey 1946 Newer,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1335,1 Storey Newer All,Residential Low Density,Inside,NAmes,PosA,Norm,1Fam,HLS,Mod,Pave,IR2
1336,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1337,2 Storey 1946 Newer,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1338,1 Storey Newer All,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1339,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1340,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1341,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1342,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1343,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1344,Split,Residential Low Density,Corner,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1345,1.5 Finished,Residential Low Density,Corner,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1346,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1347,2 Storey 1946 Newer,Residential Low Density,CulDSac,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1348,PUD Multi,Residential Medium Density,Inside,Edwards,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1349,Duplex All,Residential Low Density,Inside,Mitchel,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1350,1 Storey PUD,Residential High Density,FR2,NAmes,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1351,1 Storey PUD,Residential Low Density,Inside,Greens,Norm,Norm,Twnhs,Lvl,Gtl,Pave,IR1
1352,2 Storey PUD,Residential Medium Density,Inside,MeadowV,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1353,2 Storey 1946 Older,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,HLS,Mod,Pave,IR1
1354,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1355,Split,Residential Low Density,Inside,SawyerW,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1356,1 Storey 1945 older,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1357,1 Storey Newer All,Residential Low Density,CulDSac,NWAmes,PosN,Norm,1Fam,Lvl,Gtl,Pave,IR1
1358,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1359,2.5 Story All,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1360,2 Storey 1946 Older,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1362,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1363,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1364,1.5 Finished,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1365,1.5 Finished,Residential Low Density,Inside,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1367,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1368,1 Storey Newer All,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1369,2 Storey 1946 Older,Residential Low Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1370,1 Storey Newer All,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1371,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1373,1.5 Finished,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1375,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1378,2 Storey 1946 Newer,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1379,1.5 Finished,Residential Low Density,Inside,BrkSide,RRAn,Feedr,1Fam,Lvl,Gtl,Pave,IR1
1380,1 Storey Newer All,Residential Low Density,Corner,Somerst,RRNn,Norm,1Fam,Lvl,Gtl,Pave,IR1
1381,1 Storey 1945 older,Residential Low Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1382,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1383,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Bnk,Mod,Pave,Reg
1386,Split Foyer,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1388,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1389,1.5 Finished,Residential Low Density,CulDSac,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1390,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1391,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1392,2 Storey 1946 Newer,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1393,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1394,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1395,1 Storey Newer All,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Bnk,Mod,Pave,Reg
1396,1 Storey Newer All,Residential Low Density,CulDSac,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1397,2 Storey 1946 Newer,Residential Low Density,Corner,NWAmes,PosN,Norm,1Fam,Lvl,Gtl,Pave,IR1
1398,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1399,1 Storey Newer All,Residential Low Density,CulDSac,ClearCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1400,Duplex All,Residential Medium Density,Inside,OldTown,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1401,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1402,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1403,Split Foyer,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1404,1 Storey Newer All,Residential Low Density,Inside,Somerst,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1405,1 Storey Newer All,Residential Low Density,Corner,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1406,1 Storey Newer All,Residential Low Density,Inside,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1407,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1408,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1409,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1410,Duplex All,Residential Medium Density,Corner,Mitchel,Norm,Norm,Duplex,Lvl,Gtl,Pave,IR1
1411,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1412,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1413,2 Storey 1946 Newer,Residential Low Density,FR2,Gilbert,RRAn,Norm,1Fam,Lvl,Gtl,Pave,IR1
1414,1 Storey PUD,Residential Low Density,CulDSac,StoneBr,Norm,Norm,1Fam,Low,Mod,Pave,IR1
1415,1.5 Finished,Residential Low Density,Inside,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1416,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1417,1.5 Finished,Residential Low Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1418,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1420,1 Storey Newer All,Residential Low Density,Corner,Crawfor,Norm,Norm,1Fam,Bnk,Gtl,Pave,IR1
1421,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1422,1.5 Finished,Residential Low Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1423,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1424,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1425,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1426,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1427,Duplex All,Residential Low Density,Inside,NAmes,Norm,Norm,Duplex,Lvl,Gtl,Pave,IR1
1430,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1431,2 Storey PUD,Residential Medium Density,Inside,BrDale,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1432,Duplex All,Residential Low Density,Inside,Mitchel,Norm,Norm,Duplex,Low,Gtl,Pave,Reg
1433,2.5 Story All,Residential Low Density,Corner,SWISU,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1434,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1435,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1436,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1437,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,Twnhs,Lvl,Gtl,Pave,IR1
1438,1 Storey PUD,Residential Low Density,Corner,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1440,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1441,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1442,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1443,1 Storey 1945 older,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1444,2 Storey 1946 Older,Residential Low Density,Corner,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1445,Split,Residential Low Density,Corner,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1446,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1447,2 Storey PUD,Residential Medium Density,Inside,MeadowV,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1448,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1449,2 Storey 1946 Newer,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1450,2 Storey 1946 Newer,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1452,1.5 Finished,Residential Low Density,Inside,SWISU,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1453,1 Storey Newer All,Residential Low Density,Corner,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1454,1.5 Finished,Residential Low Density,Inside,Edwards,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1455,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1457,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1458,1 Storey Newer All,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1459,2 Storey 1946 Newer,Residential Low Density,Corner,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1460,2 Storey 1946 Newer,Residential Low Density,Inside,ClearCr,Norm,Norm,1Fam,Lvl,Mod,Pave,Reg
1461,Split,Residential Low Density,FR2,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1462,1 Storey Newer All,Residential Low Density,Inside,ClearCr,Norm,Norm,1Fam,Low,Mod,Pave,Reg
1463,2 Storey PUD,Residential Medium Density,Inside,Blueste,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1465,1 Storey PUD,Residential High Density,FR2,NAmes,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR2
1466,Family Conversion,Residential Medium Density,Inside,IDOTRR,Norm,Norm,2fmCon,Lvl,Gtl,Pave,Reg
1467,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1468,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1469,1 Storey PUD,Residential Medium Density,Inside,CollgCr,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1470,Split Foyer,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1471,2 Storey 1946 Newer,Residential Low Density,Corner,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1472,2 Storey 1946 Older,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1473,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1474,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1475,1 Storey Newer All,Residential Low Density,CulDSac,Sawyer,RRNe,Norm,1Fam,Lvl,Gtl,Pave,IR1
1476,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1477,1 Storey PUD,Residential Low Density,Inside,StoneBr,Norm,Norm,TwnhsE,HLS,Gtl,Pave,IR1
1478,Split,Residential Low Density,CulDSac,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1479,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1480,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1482,Duplex All,Residential Medium Density,Corner,CollgCr,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1483,2 Storey PUD,Residential Low Density,Inside,NPkVill,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
